"";"domain";"phylum";"class";"order";"family";"genus";"species";"Taxonomy";"taxon";"guid";"mbNumber";"taxonomicLevel";"trophicMode";"guild";"confidenceRanking";"growthForm";"trait";"notes";"citationSource"
"ASV659";NA;"Ascomycota";"Dothideomycetes";"Capnodiales";"Cladosporiaceae";NA;NA;"NA;Ascomycota;Dothideomycetes;Capnodiales;Cladosporiaceae;NA;NA";"Cladosporiaceae";"6EDCD6E4-DE4D-443D-AF6B-A572F626BD45";"816548";"9";"Pathotroph-Saprotroph-Symbiotroph";"Animal Pathogen-Endophyte-Lichen Parasite-Plant Pathogen-Wood Saprotroph";"Possible";"Microfungus";"NULL";"NULL";"Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))"
"ASV664";NA;"Ascomycota";"Sordariomycetes";"Hypocreales";NA;NA;NA;"NA;Ascomycota;Sordariomycetes;Hypocreales;NA;NA;NA";"Hypocreales";"1CB18E60-36B9-11D5-9548-00D0592D548C";"90477";"7";"Saprotroph";"Undefined Saprotroph";"Possible";"Microfungus";"NULL";"NULL";"Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158 ((https://doi.org/10.1111/nph.13426))"
"ASV668";NA;"Ascomycota";"Eurotiomycetes";"Eurotiales";"Aspergillaceae";"Penicillium";NA;"NA;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium;NA";"Eurotiales";"1CB1CE25-36B9-11D5-9548-00D0592D548C";"90472";"7";"Saprotroph";"Undefined Saprotroph";"Possible";"Microfungus";"NULL";"NULL";"Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158 ((https://doi.org/10.1111/nph.13426))"
"ASV673";NA;"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"Herpotrichiellaceae";"Exophiala";"Exophiala_sp";"NA;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Exophiala;Exophiala_sp";"Herpotrichiellaceae";"1CB1CD37-36B9-11D5-9548-00D0592D548C";"80856";"9";"Pathotroph-Saprotroph";"Animal Pathogen-Fungal Parasite-Undefined Saprotroph";"Probable";"Facultative Yeast-Microfungus";"NULL";"Mostly saprobic on plants or other fungi, isolated from soil etc., and from medical sources (Cannon & Kirk 2007)";"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
"ASV675";NA;"Ascomycota";"Dothideomycetes";"Mycosphaerellales";"Teratosphaeriaceae";"Devriesia";"Devriesia_sp";"NA;Ascomycota;Dothideomycetes;Mycosphaerellales;Teratosphaeriaceae;Devriesia;Devriesia_sp";"Teratosphaeriaceae";"87A3FDCC-E75C-4F2E-B987-C7579847CE32";"504465";"9";"Pathotroph-Saprotroph";"Animal Pathogen-Plant Pathogen-Undefined Saprotroph";"Probable";"NULL";"NULL";"Includes numerous saprobic, extremophilic, human opportunistic, and plant pathogenic fungi (Quaedvlieg et al. 2014)";"Quaedvlieg W, et al. 2014. Persoonia 3:31-40 ((https://doi.org/10.3767/003158514X681981))"
"ASV677";NA;"Ascomycota";"Dothideomycetes";"Capnodiales";"Capnodiales_fam_Incertae_sedis";"Capnodiales_gen_Incertae_sedis";"Capnodiales_sp";"NA;Ascomycota;Dothideomycetes;Capnodiales;Capnodiales_fam_Incertae_sedis;Capnodiales_gen_Incertae_sedis;Capnodiales_sp";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ASV681";NA;"Ascomycota";"Saccharomycetes";"Saccharomycetales";"Trichomonascaceae";"Blastobotrys";"Blastobotrys_niveus";"NA;Ascomycota;Saccharomycetes;Saccharomycetales;Trichomonascaceae;Blastobotrys;Blastobotrys_niveus";"Saccharomycetales";"B73A15F4-AB90-4E11-B6D7-E0BE710B986C";"816369";"7";"Saprotroph";"Undefined Saprotroph";"Possible";"Yeast";"NULL";"NULL";"Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158 ((https://doi.org/10.1111/nph.13426))"
"ASV684";NA;"Ascomycota";"Sordariomycetes";"Hypocreales";"Nectriaceae";NA;NA;"NA;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;NA;NA";"Nectriaceae";"1CB1CD7A-36B9-11D5-9548-00D0592D548C";"81059";"9";"Pathotroph-Saprotroph-Symbiotroph";"Animal Pathogen-Endophyte-Fungal Parasite-Lichen Parasite-Plant Pathogen-Wood Saprotroph";"Possible";"Microfungus";"NULL";"Fusarium species are amongst the economically significant plant pathogens (Cannon & Kirk 2007)";"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Hirooka Y, et al. 2012. Studies in Mycology 711-210 ((https://doi.org/10.3114/sim0001)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx)); https://www.cdc.gov ((https://www.cdc.gov))"
"ASV691";NA;"Ascomycota";NA;NA;NA;NA;NA;"NA;Ascomycota;NA;NA;NA;NA;NA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ASV693";NA;"Ascomycota";"Dothideomycetes";NA;NA;NA;NA;"NA;Ascomycota;Dothideomycetes;NA;NA;NA;NA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ASV694";NA;"Ascomycota";"Dothideomycetes";"Capnodiales";"Capnodiales_fam_Incertae_sedis";"Capnodiales_gen_Incertae_sedis";"Capnodiales_sp";"NA;Ascomycota;Dothideomycetes;Capnodiales;Capnodiales_fam_Incertae_sedis;Capnodiales_gen_Incertae_sedis;Capnodiales_sp";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ASV697";NA;"Ascomycota";NA;NA;NA;NA;NA;"NA;Ascomycota;NA;NA;NA;NA;NA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ASV700";NA;"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"Herpotrichiellaceae";NA;NA;"NA;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;NA;NA";"Herpotrichiellaceae";"1CB1CD37-36B9-11D5-9548-00D0592D548C";"80856";"9";"Pathotroph-Saprotroph";"Animal Pathogen-Fungal Parasite-Undefined Saprotroph";"Probable";"Facultative Yeast-Microfungus";"NULL";"Mostly saprobic on plants or other fungi, isolated from soil etc., and from medical sources (Cannon & Kirk 2007)";"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
"ASV702";NA;"Basidiomycota";"Agaricomycetes";"Agaricales";"Lycoperdaceae";"Lycoperdon";"Lycoperdon_pyriforme";"NA;Basidiomycota;Agaricomycetes;Agaricales;Lycoperdaceae;Lycoperdon;Lycoperdon_pyriforme";"Lycoperdaceae";"1CB1CD5A-36B9-11D5-9548-00D0592D548C";"0";"9";" Saprotroph";"Undefined Saprotroph";"Probable";"Gasteroid";"NULL";"Common name - puffball; Primarily saprobes in grassland and woodland, with some species commonly forming typical fairy rings (Cannon & Kirk 2007)";"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge ((https://isbnsearch.org/isbn/9780851998275))"
"ASV703";NA;"Ascomycota";NA;NA;NA;NA;NA;"NA;Ascomycota;NA;NA;NA;NA;NA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ASV706";NA;"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"Herpotrichiellaceae";NA;NA;"NA;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;NA;NA";"Herpotrichiellaceae";"1CB1CD37-36B9-11D5-9548-00D0592D548C";"80856";"9";"Pathotroph-Saprotroph";"Animal Pathogen-Fungal Parasite-Undefined Saprotroph";"Probable";"Facultative Yeast-Microfungus";"NULL";"Mostly saprobic on plants or other fungi, isolated from soil etc., and from medical sources (Cannon & Kirk 2007)";"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
"ASV711";NA;"Ascomycota";"Dothideomycetes";NA;NA;NA;NA;"NA;Ascomycota;Dothideomycetes;NA;NA;NA;NA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ASV712";NA;"Ascomycota";"Eurotiomycetes";"Chaetothyriales";NA;NA;NA;"NA;Ascomycota;Eurotiomycetes;Chaetothyriales;NA;NA;NA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ASV715";NA;"Basidiomycota";"Agaricomycetes";"Hymenochaetales";"Hymenochaetaceae";NA;NA;"NA;Basidiomycota;Agaricomycetes;Hymenochaetales;Hymenochaetaceae;NA;NA";"Hymenochaetaceae";"CC29D6F9-5984-496D-97E7-42EB138C1FEE";"536196";"9";"Saprotroph-Symbiotroph";"Ectomycorrhizal-Wood Saprotroph";"Probable";"Corticioid-Polyporoid";"NULL";"Lignicolous, causing white rots, rarely ectomycorrhizal (Cannon & Kirk 2007)";"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
"ASV717";NA;"Ascomycota";"Leotiomycetes";"Helotiales";NA;NA;NA;"NA;Ascomycota;Leotiomycetes;Helotiales;NA;NA;NA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ASV722";NA;"Basidiomycota";"Tremellomycetes";"Tremellales";"Carcinomycetaceae";"Carcinomyces";"Carcinomyces_polyporinus";"NA;Basidiomycota;Tremellomycetes;Tremellales;Carcinomycetaceae;Carcinomyces;Carcinomyces_polyporinus";"Tremellales";"1CB1CE64-36B9-11D5-9548-00D0592D548C";"90451";"7";"Pathotroph-Saprotroph-Symbiotroph";"Fungal Parasite-Undefined Saprotroph";"Possible";"Tremelloid-Yeast";"NULL";"The order contains both teleomorphic and anamorphic species, most of the latter being yeasts";"Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158 ((https://doi.org/10.1111/nph.13426))"
"ASV723";NA;"Ascomycota";NA;NA;NA;NA;NA;"NA;Ascomycota;NA;NA;NA;NA;NA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ASV726";NA;"Ascomycota";"Sordariomycetes";"Hypocreales";"Nectriaceae";"Acremoniopsis";"Acremoniopsis_sp";"NA;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Acremoniopsis;Acremoniopsis_sp";"Nectriaceae";"1CB1CD7A-36B9-11D5-9548-00D0592D548C";"81059";"9";"Pathotroph-Saprotroph-Symbiotroph";"Animal Pathogen-Endophyte-Fungal Parasite-Lichen Parasite-Plant Pathogen-Wood Saprotroph";"Possible";"Microfungus";"NULL";"Fusarium species are amongst the economically significant plant pathogens (Cannon & Kirk 2007)";"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Hirooka Y, et al. 2012. Studies in Mycology 711-210 ((https://doi.org/10.3114/sim0001)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx)); https://www.cdc.gov ((https://www.cdc.gov))"
"ASV730";NA;"Basidiomycota";"Tremellomycetes";"Tremellales";"Carcinomycetaceae";"Carcinomycetaceae_gen_Incertae_sedis";"Carcinomycetaceae_sp";"NA;Basidiomycota;Tremellomycetes;Tremellales;Carcinomycetaceae;Carcinomycetaceae_gen_Incertae_sedis;Carcinomycetaceae_sp";"Tremellales";"1CB1CE64-36B9-11D5-9548-00D0592D548C";"90451";"7";"Pathotroph-Saprotroph-Symbiotroph";"Fungal Parasite-Undefined Saprotroph";"Possible";"Tremelloid-Yeast";"NULL";"The order contains both teleomorphic and anamorphic species, most of the latter being yeasts";"Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158 ((https://doi.org/10.1111/nph.13426))"
"ASV735";NA;"Ascomycota";NA;NA;NA;NA;NA;"NA;Ascomycota;NA;NA;NA;NA;NA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ASV738";NA;"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"Herpotrichiellaceae";"Exophiala";NA;"NA;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Exophiala;NA";"Herpotrichiellaceae";"1CB1CD37-36B9-11D5-9548-00D0592D548C";"80856";"9";"Pathotroph-Saprotroph";"Animal Pathogen-Fungal Parasite-Undefined Saprotroph";"Probable";"Facultative Yeast-Microfungus";"NULL";"Mostly saprobic on plants or other fungi, isolated from soil etc., and from medical sources (Cannon & Kirk 2007)";"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
"ASV739";NA;"Ascomycota";"Dothideomycetes";"Dothideomycetes_ord_Incertae_sedis";"Dothideomycetes_fam_Incertae_sedis";"Dothideomycetes_gen_Incertae_sedis";"Dothideomycetes_sp";"NA;Ascomycota;Dothideomycetes;Dothideomycetes_ord_Incertae_sedis;Dothideomycetes_fam_Incertae_sedis;Dothideomycetes_gen_Incertae_sedis;Dothideomycetes_sp";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ASV743";NA;"Ascomycota";"Saccharomycetes";"Saccharomycetales";"Trichomonascaceae";"Blastobotrys";"Blastobotrys_niveus";"NA;Ascomycota;Saccharomycetes;Saccharomycetales;Trichomonascaceae;Blastobotrys;Blastobotrys_niveus";"Saccharomycetales";"B73A15F4-AB90-4E11-B6D7-E0BE710B986C";"816369";"7";"Saprotroph";"Undefined Saprotroph";"Possible";"Yeast";"NULL";"NULL";"Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158 ((https://doi.org/10.1111/nph.13426))"
"ASV749";NA;"Basidiomycota";"Malasseziomycetes";"Malasseziales";"Malasseziaceae";"Malassezia";"Malassezia_restricta";"NA;Basidiomycota;Malasseziomycetes;Malasseziales;Malasseziaceae;Malassezia;Malassezia_restricta";"Malassezia restricta";"0ED4066F-EEFE-46DE-95EC-94452E61766B";"437921";"20";"Pathotroph";"Animal Pathogen";"Probable";"NULL";"NULL";"Opportunistic human pathogen";"https://www.cdc.gov ((https://www.cdc.gov))"
"ASV753";NA;"Ascomycota";"Dothideomycetes";NA;NA;NA;NA;"NA;Ascomycota;Dothideomycetes;NA;NA;NA;NA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ASV757";NA;"Ascomycota";"Leotiomycetes";"Helotiales";"Mollisiaceae";NA;NA;"NA;Ascomycota;Leotiomycetes;Helotiales;Mollisiaceae;NA;NA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ASV759";NA;"Ascomycota";"Eurotiomycetes";"Chaetothyriales";NA;NA;NA;"NA;Ascomycota;Eurotiomycetes;Chaetothyriales;NA;NA;NA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ASV761";NA;"Ascomycota";NA;NA;NA;NA;NA;"NA;Ascomycota;NA;NA;NA;NA;NA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ASV771";NA;"Ascomycota";"Coniocybomycetes";"Coniocybales";"Coniocybaceae";"Chaenotheca";"Chaenotheca_hispidula";"NA;Ascomycota;Coniocybomycetes;Coniocybales;Coniocybaceae;Chaenotheca;Chaenotheca_hispidula";"Coniocybaceae";"1CB1CCF4-36B9-11D5-9548-00D0592D548C";"80630";"9";"Symbiotroph";"Lichenized";"Highly Probable";"Thallus";"NULL";"Mostly lichenized with green algae, on dry wood and simliar substrates (Cannon & Kirk 2007)";"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
"ASV772";NA;"Ascomycota";"Dothideomycetes";NA;NA;NA;NA;"NA;Ascomycota;Dothideomycetes;NA;NA;NA;NA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ASV776";NA;"Basidiomycota";"Dacrymycetes";"Unilacrymales";"Unilacrymaceae";"Unilacryma";"Unilacryma_bispora";"NA;Basidiomycota;Dacrymycetes;Unilacrymales;Unilacrymaceae;Unilacryma;Unilacryma_bispora";"Unilacryma";"157828A3-99D8-4C4D-83B6-49E587713A4C";"800155";"13";"Saprotroph";"|Wood Saprotroph|";"Probable";"Tremelloid";"NULL";"Decay wood (Põlme et al. 2020)";"Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))"
"ASV778";NA;"Ascomycota";"Dothideomycetes";"Capnodiales";"Capnodiales_fam_Incertae_sedis";"Capnodiales_gen_Incertae_sedis";"Capnodiales_sp";"NA;Ascomycota;Dothideomycetes;Capnodiales;Capnodiales_fam_Incertae_sedis;Capnodiales_gen_Incertae_sedis;Capnodiales_sp";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ASV782";NA;"Ascomycota";"Eurotiomycetes";"Eurotiales";"Aspergillaceae";NA;NA;"NA;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;NA;NA";"Eurotiales";"1CB1CE25-36B9-11D5-9548-00D0592D548C";"90472";"7";"Saprotroph";"Undefined Saprotroph";"Possible";"Microfungus";"NULL";"NULL";"Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158 ((https://doi.org/10.1111/nph.13426))"
"ASV783";NA;"Ascomycota";"Leotiomycetes";"Helotiales";"Myxotrichaceae";NA;NA;"NA;Ascomycota;Leotiomycetes;Helotiales;Myxotrichaceae;NA;NA";"Myxotrichaceae";"1CB1CD78-36B9-11D5-9548-00D0592D548C";"81054";"9";"Saprotroph-Symbiotroph";"Ectomycorrhizal-Undefined Saprotroph";"Probable";"Microfungus";"NULL";"Many species are cellulolytic, occurring on paper, straw etc. Others are mycorrhizal associated with roots of Ericaceae and Epacridaceae (Cannon & Kirk 2007)";"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
"ASV787";NA;"Ascomycota";"Leotiomycetes";"Helotiales";"Helotiales_fam_Incertae_sedis";"Helotiales_gen_Incertae_sedis";"Helotiales_sp";"NA;Ascomycota;Leotiomycetes;Helotiales;Helotiales_fam_Incertae_sedis;Helotiales_gen_Incertae_sedis;Helotiales_sp";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ASV789";NA;"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"Herpotrichiellaceae";"Capronia";"Capronia_sp";"NA;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Capronia;Capronia_sp";"Herpotrichiellaceae";"1CB1CD37-36B9-11D5-9548-00D0592D548C";"80856";"9";"Pathotroph-Saprotroph";"Animal Pathogen-Fungal Parasite-Undefined Saprotroph";"Probable";"Facultative Yeast-Microfungus";"NULL";"Mostly saprobic on plants or other fungi, isolated from soil etc., and from medical sources (Cannon & Kirk 2007)";"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
"ASV792";NA;"Ascomycota";"Sordariomycetes";"Hypocreales";"Hypocreales_fam_Incertae_sedis";"Hypocreales_gen_Incertae_sedis";"Hypocreales_sp";"NA;Ascomycota;Sordariomycetes;Hypocreales;Hypocreales_fam_Incertae_sedis;Hypocreales_gen_Incertae_sedis;Hypocreales_sp";"Hypocreales";"1CB18E60-36B9-11D5-9548-00D0592D548C";"90477";"7";"Saprotroph";"Undefined Saprotroph";"Possible";"Microfungus";"NULL";"NULL";"Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158 ((https://doi.org/10.1111/nph.13426))"
"ASV793";NA;"Basidiomycota";"Agaricomycetes";"Boletales";"Serpulaceae";"Serpula";"Serpula_himantioides";"NA;Basidiomycota;Agaricomycetes;Boletales;Serpulaceae;Serpula;Serpula_himantioides";"Serpula";"1CB1A2A9-36B9-11D5-9548-00D0592D548C";"18541";"13";"Saprotroph";"|Wood Saprotroph|";"Probable";"Corticioid";"Brown Rot";"As brown-rot (Põlme et al. 2020); Decay wood (Põlme et al. 2020); rot fungus that causes very significant economic losses through degradation of wooden parts of buildings (Cannon & Kirk 2007); Serpula lacyrmans (dry rot) is an aggressive brown";"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))"
"ASV794";NA;"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"Cyphellophoraceae";"Cyphellophora";"Cyphellophora_olivacea";"NA;Ascomycota;Eurotiomycetes;Chaetothyriales;Cyphellophoraceae;Cyphellophora;Cyphellophora_olivacea";"Cyphellophoraceae";"E47C91B2-59D9-4C3C-AC54-9038AE2E4FE1";"803682";"9";"Pathotroph-Saprotroph";"Animal Pathogen-Undefined Saprotroph";"Probable";"Facultative Yeast-Microfungus";"NULL";"Consult the current literature for updated names on this group that included the Black Yeasts; Some species are likely opportunistic human pathogen (Irinyi et al. 2015)";"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008))"
"ASV797";NA;"Ascomycota";"Eurotiomycetes";"Eurotiales";"Aspergillaceae";"Penicillium";NA;"NA;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium;NA";"Eurotiales";"1CB1CE25-36B9-11D5-9548-00D0592D548C";"90472";"7";"Saprotroph";"Undefined Saprotroph";"Possible";"Microfungus";"NULL";"NULL";"Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158 ((https://doi.org/10.1111/nph.13426))"
"ASV807";NA;"Ascomycota";NA;NA;NA;NA;NA;"NA;Ascomycota;NA;NA;NA;NA;NA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ASV809";NA;"Ascomycota";"Sordariomycetes";"Hypocreales";NA;NA;NA;"NA;Ascomycota;Sordariomycetes;Hypocreales;NA;NA;NA";"Hypocreales";"1CB18E60-36B9-11D5-9548-00D0592D548C";"90477";"7";"Saprotroph";"Undefined Saprotroph";"Possible";"Microfungus";"NULL";"NULL";"Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158 ((https://doi.org/10.1111/nph.13426))"
"ASV813";NA;"Ascomycota";"Coniocybomycetes";"Coniocybales";"Coniocybaceae";"Chaenotheca";"Chaenotheca_trichialis";"NA;Ascomycota;Coniocybomycetes;Coniocybales;Coniocybaceae;Chaenotheca;Chaenotheca_trichialis";"Coniocybaceae";"1CB1CCF4-36B9-11D5-9548-00D0592D548C";"80630";"9";"Symbiotroph";"Lichenized";"Highly Probable";"Thallus";"NULL";"Mostly lichenized with green algae, on dry wood and simliar substrates (Cannon & Kirk 2007)";"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
"ASV817";NA;"Ascomycota";NA;NA;NA;NA;NA;"NA;Ascomycota;NA;NA;NA;NA;NA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ASV819";NA;"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"Herpotrichiellaceae";"Exophiala";"Exophiala_sp";"NA;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Exophiala;Exophiala_sp";"Herpotrichiellaceae";"1CB1CD37-36B9-11D5-9548-00D0592D548C";"80856";"9";"Pathotroph-Saprotroph";"Animal Pathogen-Fungal Parasite-Undefined Saprotroph";"Probable";"Facultative Yeast-Microfungus";"NULL";"Mostly saprobic on plants or other fungi, isolated from soil etc., and from medical sources (Cannon & Kirk 2007)";"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
"ASV820";NA;"Ascomycota";"Coniocybomycetes";"Coniocybales";"Coniocybaceae";"Chaenotheca";NA;"NA;Ascomycota;Coniocybomycetes;Coniocybales;Coniocybaceae;Chaenotheca;NA";"Coniocybaceae";"1CB1CCF4-36B9-11D5-9548-00D0592D548C";"80630";"9";"Symbiotroph";"Lichenized";"Highly Probable";"Thallus";"NULL";"Mostly lichenized with green algae, on dry wood and simliar substrates (Cannon & Kirk 2007)";"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
"ASV821";NA;"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"Chaetothyriales_fam_Incertae_sedis";"Chaetothyriales_gen_Incertae_sedis";"Chaetothyriales_sp";"NA;Ascomycota;Eurotiomycetes;Chaetothyriales;Chaetothyriales_fam_Incertae_sedis;Chaetothyriales_gen_Incertae_sedis;Chaetothyriales_sp";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ASV822";NA;"Ascomycota";"Eurotiomycetes";"Eurotiales";"Aspergillaceae";"Penicillium";NA;"NA;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium;NA";"Eurotiales";"1CB1CE25-36B9-11D5-9548-00D0592D548C";"90472";"7";"Saprotroph";"Undefined Saprotroph";"Possible";"Microfungus";"NULL";"NULL";"Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158 ((https://doi.org/10.1111/nph.13426))"
"ASV831";NA;"Basidiomycota";NA;NA;NA;NA;NA;"NA;Basidiomycota;NA;NA;NA;NA;NA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ASV836";NA;"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"Herpotrichiellaceae";"Exophiala";"Exophiala_sp";"NA;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Exophiala;Exophiala_sp";"Herpotrichiellaceae";"1CB1CD37-36B9-11D5-9548-00D0592D548C";"80856";"9";"Pathotroph-Saprotroph";"Animal Pathogen-Fungal Parasite-Undefined Saprotroph";"Probable";"Facultative Yeast-Microfungus";"NULL";"Mostly saprobic on plants or other fungi, isolated from soil etc., and from medical sources (Cannon & Kirk 2007)";"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
"ASV839";NA;"Ascomycota";"Leotiomycetes";"Helotiales";"Mollisiaceae";NA;NA;"NA;Ascomycota;Leotiomycetes;Helotiales;Mollisiaceae;NA;NA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ASV843";NA;"Olpidiomycota";"GS18";"GS18_ord_Incertae_sedis";"GS18_fam_Incertae_sedis";"GS18_gen_Incertae_sedis";"GS18_sp";"NA;Olpidiomycota;GS18;GS18_ord_Incertae_sedis;GS18_fam_Incertae_sedis;GS18_gen_Incertae_sedis;GS18_sp";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
